Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.3810002613161709221820271578,0.381000261316171,0.381000261316171,0.381000261316171,0.381000261316171,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,408291.3
0.02,0,0.3766487976678317639749030398,0.376648797667832,0.376648797667832,0.376648797667832,0.376648797667832,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,816582.6
0.03,0,0.3859548288325930915683865616,0.385954828832593,0.385954828832593,0.385954828832593,0.385954828832593,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,1224874
0.04,0,0.3853187062591511564114624846,0.385318706259151,0.385318706259151,0.385318706259151,0.385318706259151,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,1633165
0.05,0,0.3819637895654509981822799021,0.381963789565451,0.381963789565451,0.381963789565451,0.381963789565451,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,2041457
0.06,0,0.3778675369525129798235301579,0.377867536952513,0.377867536952513,0.377867536952513,0.377867536952513,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,2449748
0.07,0,0.3736840811972978764254087295,0.373684081197298,0.373684081197298,0.373684081197298,0.373684081197298,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,2858039
0.08,0,0.3696466110279002188795577219,0.3696466110279,0.3696466110279,0.3696466110279,0.3696466110279,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,3266330
0.09,0,0.3658344325353869029536049656,0.365834432535387,0.365834432535387,0.365834432535387,0.365834432535387,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,3674622
0.10,0,0.3622662450378454106704898841,0.362266245037845,0.362266245037845,0.362266245037845,0.362266245037845,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,4082913
0.11,0,0.3589360413331612198669255516,0.358936041333161,0.358936041333161,0.358936041333161,0.358936041333161,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,4491204
0.12,0,0.3558283862745804824325658662,0.35582838627458,0.35582838627458,0.35582838627458,0.35582838627458,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,4899496
0.13,0,0.3529248279509205353242976503,0.352924827950921,0.352924827950921,0.352924827950921,0.352924827950921,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,5307787
0.14,0,0.3502068510239020988131924229,0.350206851023902,0.350206851023902,0.350206851023902,0.350206851023902,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,5716078
0.15,0,0.3476570365891110292119916599,0.347657036589111,0.347657036589111,0.347657036589111,0.347657036589111,0,0,0,0,5.35423169995895,39.754040903122657561200698655,39.754040903122657561200698655,6124370
