Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.3816365133241076385244712492,0.381636513324108,0.381636513324108,0.381636513324108,0.381636513324108,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,426043.1
0.02,0,0.3853748618887910748538608722,0.385374861888791,0.385374861888791,0.385374861888791,0.385374861888791,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,852086.2
0.03,0,0.3936456461744030310934897256,0.393645646174403,0.393645646174403,0.393645646174403,0.393645646174403,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,1278129
0.04,0,0.3923661910890653457784564365,0.392366191089065,0.392366191089065,0.392366191089065,0.392366191089065,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,1704172
0.05,0,0.3885728697639806492343103160,0.388572869763981,0.388572869763981,0.388572869763981,0.388572869763981,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,2130216
0.06,0,0.3841544355748974289334133550,0.384154435574897,0.384154435574897,0.384154435574897,0.384154435574897,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,2556258
0.07,0,0.3797212523113131920443542684,0.379721252311313,0.379721252311313,0.379721252311313,0.379721252311313,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,2982302
0.08,0,0.3754825702977686285450163627,0.375482570297769,0.375482570297769,0.375482570297769,0.375482570297769,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,3408345
0.09,0,0.3715035576285180711202231267,0.371503557628518,0.371503557628518,0.371503557628518,0.371503557628518,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,3834388
0.10,0,0.3677938367717845765527795918,0.367793836771785,0.367793836771785,0.367793836771785,0.367793836771785,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,4260431
0.11,0,0.3643414136669329166403553116,0.364341413666933,0.364341413666933,0.364341413666933,0.364341413666933,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,4686474
0.12,0,0.3611266750827306345218808340,0.361126675082731,0.361126675082731,0.361126675082731,0.361126675082731,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,5112517
0.13,0,0.3581281528980268373695114269,0.358128152898027,0.358128152898027,0.358128152898027,0.358128152898027,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,5538560
0.14,0,0.3553251038456568850767921538,0.355325103845657,0.355325103845657,0.355325103845657,0.355325103845657,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,5964604
0.15,0,0.3526984296572066756302178789,0.352698429657207,0.352698429657207,0.352698429657207,0.352698429657207,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,6390647
0.16,0,0.3502309059420894761498612934,0.35023090594209,0.35023090594209,0.35023090594209,0.35023090594209,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,6816690
0.17,0,0.3475258604527557805643207953,0.347525860452756,0.347525860452756,0.347525860452756,0.347525860452756,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,7242733
0.18,0,0.3484398322747321848787874802,0.348439832274732,0.348439832274732,0.348439832274732,0.348439832274732,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,7668776
0.19,0,0.3491313986838260681453304029,0.349131398683826,0.349131398683826,0.349131398683826,0.349131398683826,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,8094819
0.20,0,0.3496417329415869083750237436,0.349641732941587,0.349641732941587,0.349641732941587,0.349641732941587,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,8520862
0.21,0,0.3500033260844771227713792918,0.350003326084477,0.350003326084477,0.350003326084477,0.350003326084477,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,8946905
0.22,0,0.3502420570696200007130471657,0.35024205706962,0.35024205706962,0.35024205706962,0.35024205706962,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,9372948
0.23,0,0.3503788336253378897938982549,0.350378833625338,0.350378833625338,0.350378833625338,0.350378833625338,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,9798992
0.24,0,0.3504305262620414723787960858,0.350430526262041,0.350430526262041,0.350430526262041,0.350430526262041,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,10225030
0.25,0,0.3504110361928959885059065989,0.350411036192896,0.350411036192896,0.350411036192896,0.350411036192896,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,10651080
0.26,0,0.3504310309267043232498239157,0.350431030926704,0.350431030926704,0.350431030926704,0.350431030926704,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,11077120
0.27,0,0.3504042345564050917201717955,0.350404234556405,0.350404234556405,0.350404234556405,0.350404234556405,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,11503160
0.28,0,0.3503380369304050675937052328,0.350338036930405,0.350338036930405,0.350338036930405,0.350338036930405,0,0,0,0,5.35423169995895,42.305797320384465562697644934,42.305797320384465562697644934,11929210
