Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.3820126117907887109039998702,0.382012611790789,0.382012611790789,0.382012611790789,0.382012611790789,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,485215.8
0.02,0,0.4105190150958423424833914758,0.410519015095842,0.410519015095842,0.410519015095842,0.410519015095842,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,970431.5
0.03,0,0.4151800773701114777838781414,0.415180077370112,0.415180077370112,0.415180077370112,0.415180077370112,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,1455647
0.04,0,0.4117997104028941682489800477,0.411799710402894,0.411799710402894,0.411799710402894,0.411799710402894,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,1940863
0.05,0,0.4066190403821163034954416200,0.406619040382116,0.406619040382116,0.406619040382116,0.406619040382116,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,2426079
0.06,0,0.4012026535566053569934620814,0.401202653556605,0.401202653556605,0.401202653556605,0.401202653556605,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,2911294
0.07,0,0.3960085495951520704409346572,0.396008549595152,0.396008549595152,0.396008549595152,0.396008549595152,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,3396510
0.08,0,0.3911649967557430703699587045,0.391164996755743,0.391164996755743,0.391164996755743,0.391164996755743,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,3881726
0.09,0,0.3866898904867472552843738202,0.386689890486747,0.386689890486747,0.386689890486747,0.386689890486747,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,4366942
0.10,0,0.3825634289237531582623008718,0.382563428923753,0.382563428923753,0.382563428923753,0.382563428923753,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,4852158
0.11,0,0.3787541523644391897878459221,0.378754152364439,0.378754152364439,0.378754152364439,0.378754152364439,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,5337374
0.12,0,0.3752290651923543002005560787,0.375229065192354,0.375229065192354,0.375229065192354,0.375229065192354,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,5822589
0.13,0,0.3719571457409524809506470866,0.371957145740952,0.371957145740952,0.371957145740952,0.371957145740952,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,6307805
0.14,0,0.3689106478937033758424120961,0.368910647893703,0.368910647893703,0.368910647893703,0.368910647893703,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,6793021
0.15,0,0.3660651900103861277933583509,0.366065190010386,0.366065190010386,0.366065190010386,0.366065190010386,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,7278237
0.16,0,0.3633994977376532986326377535,0.363399497737653,0.363399497737653,0.363399497737653,0.363399497737653,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,7763452
0.17,0,0.3605137161387975278079218240,0.360513716138798,0.360513716138798,0.360513716138798,0.360513716138798,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,8248668
0.18,0,0.3612618606828245529979977559,0.361261860682825,0.361261860682825,0.361261860682825,0.361261860682825,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,8733884
0.19,0,0.3618004698588197752198374334,0.36180046985882,0.36180046985882,0.36180046985882,0.36180046985882,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,9219100
0.20,0,0.3621690513556049093023237514,0.362169051355605,0.362169051355605,0.362169051355605,0.362169051355605,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,9704316
0.21,0,0.3623987038249482846441799231,0.362398703824948,0.362398703824948,0.362398703824948,0.362398703824948,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,10189530
0.22,0,0.3625142243447012174095049776,0.362514224344701,0.362514224344701,0.362514224344701,0.362514224344701,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,10674750
0.23,0,0.3625354449605680773931301395,0.362535444960568,0.362535444960568,0.362535444960568,0.362535444960568,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,11159960
0.24,0,0.3624785232329475673241217880,0.362478523232948,0.362478523232948,0.362478523232948,0.362478523232948,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,11645180
0.25,0,0.3623565969840415474085148570,0.362356596984042,0.362356596984042,0.362356596984042,0.362356596984042,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,12130390
0.26,0,0.3622797407823879526271384142,0.362279740782388,0.362279740782388,0.362279740782388,0.362279740782388,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,12615610
0.27,0,0.3621611369863047749227849730,0.362161136986305,0.362161136986305,0.362161136986305,0.362161136986305,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,13100830
0.28,0,0.3620077383095643475082468760,0.362007738309564,0.362007738309564,0.362007738309564,0.362007738309564,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,13586040
0.29,0,0.3618253466140688909150712102,0.361825346614069,0.361825346614069,0.361825346614069,0.361825346614069,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,14071260
0.30,0,0.3616187884654609346845803259,0.361618788465461,0.361618788465461,0.361618788465461,0.361618788465461,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,14556470
0.31,0,0.3613921812604266079596891526,0.361392181260427,0.361392181260427,0.361392181260427,0.361392181260427,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,15041690
0.32,0,0.3611489252795973067326921241,0.361148925279597,0.361148925279597,0.361148925279597,0.361148925279597,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,15526900
0.33,0,0.3608920017047743170452353961,0.360892001704774,0.360892001704774,0.360892001704774,0.360892001704774,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,16012120
0.34,0,0.3606238528002972650684950407,0.360623852800297,0.360623852800297,0.360623852800297,0.360623852800297,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,16497340
0.35,0,0.3603466212258867465441243931,0.360346621225887,0.360346621225887,0.360346621225887,0.360346621225887,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,16982550
0.36,0,0.3600620959163458350174821158,0.360062095916346,0.360062095916346,0.360062095916346,0.360062095916346,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,17467770
0.37,0,0.3597718621008299980523152592,0.35977186210083,0.35977186210083,0.35977186210083,0.35977186210083,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,17952980
0.38,0,0.3594772326681874308372282527,0.359477232668187,0.359477232668187,0.359477232668187,0.359477232668187,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,18438200
0.39,0,0.3591793446899096867155177746,0.35917934468991,0.35917934468991,0.35917934468991,0.35917934468991,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,18923410
0.40,0,0.3588791852692611739130529088,0.358879185269261,0.358879185269261,0.358879185269261,0.358879185269261,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,19408630
0.41,0,0.3585776037457706888658026555,0.358577603745771,0.358577603745771,0.358577603745771,0.358577603745771,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,19893850
0.42,0,0.3582753267031232257056497047,0.358275326703123,0.358275326703123,0.358275326703123,0.358275326703123,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,20379060
0.43,0,0.3579729582299714628852297778,0.357972958229972,0.357972958229972,0.357972958229972,0.357972958229972,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,20864280
0.44,0,0.3576710920907946618750337409,0.357671092090795,0.357671092090795,0.357671092090795,0.357671092090795,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,21349490
0.45,0,0.3573701591312257236218697643,0.357370159131226,0.357370159131226,0.357370159131226,0.357370159131226,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,21834710
0.46,0,0.3570705371337166512660966012,0.357070537133717,0.357070537133717,0.357070537133717,0.357070537133717,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,22319930
0.47,0,0.3567726379103012052603978446,0.356772637910301,0.356772637910301,0.356772637910301,0.356772637910301,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,22805140
0.48,0,0.3564766966854382184105695085,0.356476696685438,0.356476696685438,0.356476696685438,0.356476696685438,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,23290360
0.49,0,0.3561829833554932068784569547,0.356182983355493,0.356182983355493,0.356182983355493,0.356182983355493,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,23775570
0.50,0,0.3558917277487484489467001937,0.355891727748748,0.355891727748748,0.355891727748748,0.355891727748748,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,24260790
0.51,0,0.3556030799289657945430039743,0.355603079928966,0.355603079928966,0.355603079928966,0.355603079928966,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,24746000
0.52,0,0.3553172130926601627268932000,0.35531721309266,0.35531721309266,0.35531721309266,0.35531721309266,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,25231220
0.53,0,0.3550342802850787335701938611,0.355034280285079,0.355034280285079,0.355034280285079,0.355034280285079,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,25716430
0.54,0,0.3547543480683729039680027232,0.354754348068373,0.354754348068373,0.354754348068373,0.354754348068373,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,26201650
0.55,0,0.3544775347280457458074762094,0.354477534728046,0.354477534728046,0.354477534728046,0.354477534728046,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,26686870
0.56,0,0.3542039113410099572730493017,0.35420391134101,0.35420391134101,0.35420391134101,0.35420391134101,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,27172080
0.57,0,0.3539334932674165385814385595,0.353933493267416,0.353933493267416,0.353933493267416,0.353933493267416,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,27657300
0.58,0,0.3536663949670626173218040264,0.353666394967063,0.353666394967063,0.353666394967063,0.353666394967063,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,28142510
0.59,0,0.3534025774986280888169680939,0.353402577498628,0.353402577498628,0.353402577498628,0.353402577498628,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,28627730
0.60,0,0.3531421317436889247844523734,0.353142131743689,0.353142131743689,0.353142131743689,0.353142131743689,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,29112950
0.61,0,0.3531029398248928773769508784,0.353102939824893,0.353102939824893,0.353102939824893,0.353102939824893,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,29598160
0.62,0,0.3530597110113009913807725481,0.353059711011301,0.353059711011301,0.353059711011301,0.353059711011301,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,30083380
0.63,0,0.3530202271461259463669362988,0.353020227146126,0.353020227146126,0.353020227146126,0.353020227146126,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,30568590
0.64,0,0.3529844062728246232979457639,0.352984406272825,0.352984406272825,0.352984406272825,0.352984406272825,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,31053810
0.65,0,0.3529522117251517767820886867,0.352952211725152,0.352952211725152,0.352952211725152,0.352952211725152,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,31539020
0.66,0,0.3529236043366007652815924626,0.352923604336601,0.352923604336601,0.352923604336601,0.352923604336601,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,32024240
0.67,0,0.3528985148150981378806104548,0.352898514815098,0.352898514815098,0.352898514815098,0.352898514815098,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,32509460
0.68,0,0.3528769038568942284933280663,0.352876903856894,0.352876903856894,0.352876903856894,0.352876903856894,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,32994670
0.69,0,0.3528587164996201475817868097,0.35285871649962,0.35285871649962,0.35285871649962,0.35285871649962,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,33479890
0.70,0,0.3528438726640794739133022517,0.35284387266408,0.35284387266408,0.35284387266408,0.35284387266408,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,33965100
0.71,0,0.3528323333591013908281446831,0.352832333359101,0.352832333359101,0.352832333359101,0.352832333359101,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,34450320
0.72,0,0.3528240468143119112963143232,0.352824046814312,0.352824046814312,0.352824046814312,0.352824046814312,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,34935540
0.73,0,0.3528189675287741653526041382,0.352818967528774,0.352818967528774,0.352818967528774,0.352818967528774,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,35420750
0.74,0,0.3528170125208829786524217639,0.352817012520883,0.352817012520883,0.352817012520883,0.352817012520883,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,35905970
0.75,0,0.3528181776808562282731747979,0.352818177680856,0.352818177680856,0.352818177680856,0.352818177680856,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,36391180
0.76,0,0.3528223489945145439122766975,0.352822348994515,0.352822348994515,0.352822348994515,0.352822348994515,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,36876400
0.77,0,0.3528295115037273070602943106,0.352829511503727,0.352829511503727,0.352829511503727,0.352829511503727,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,37361610
0.78,0,0.3528396056119700948519315748,0.35283960561197,0.35283960561197,0.35283960561197,0.35283960561197,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,37846830
0.79,0,0.3528525760502824068473518270,0.352852576050282,0.352852576050282,0.352852576050282,0.352852576050282,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,38332050
0.80,0,0.3528683935252003128625680881,0.3528683935252,0.3528683935252,0.3528683935252,0.3528683935252,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,38817260
0.81,0,0.3528869698723910931042626021,0.352886969872391,0.352886969872391,0.352886969872391,0.352886969872391,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,39302480
0.82,0,0.3529082694699039596953669341,0.352908269469904,0.352908269469904,0.352908269469904,0.352908269469904,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,39787690
0.83,0,0.3529322778454602228565138341,0.35293227784546,0.35293227784546,0.35293227784546,0.35293227784546,0,0,0,0,5.35423169995895,51.259895627328684232857186251,51.259895627328684232857186251,40272910
