Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.3834131435951662661015113336,0.383413143595166,0.383413143595166,0.383413143595166,0.383413143595166,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,426043.1
0.02,0,0.3878219838029576586672806292,0.387821983802958,0.387821983802958,0.387821983802958,0.387821983802958,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,852086.2
0.03,0,0.3964692249776520870763915046,0.396469224977652,0.396469224977652,0.396469224977652,0.396469224977652,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,1278129
0.04,0,0.3953201442598555157279615349,0.395320144259856,0.395320144259856,0.395320144259856,0.395320144259856,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,1704172
0.05,0,0.3915734893412785809117782868,0.391573489341279,0.391573489341279,0.391573489341279,0.391573489341279,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,2130216
0.06,0,0.3871663510894496689166762244,0.38716635108945,0.38716635108945,0.38716635108945,0.38716635108945,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,2556258
0.07,0,0.3827276966293028925180762114,0.382727696629303,0.382727696629303,0.382727696629303,0.382727696629303,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,2982302
0.08,0,0.3784751093221957682670015187,0.378475109322196,0.378475109322196,0.378475109322196,0.378475109322196,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,3408345
0.09,0,0.3744778792941976184021675626,0.374477879294198,0.374477879294198,0.374477879294198,0.374477879294198,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,3834388
0.10,0,0.3707478108927457672044250485,0.370747810892746,0.370747810892746,0.370747810892746,0.370747810892746,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,4260431
0.11,0,0.3672741195599288594100686773,0.367274119559929,0.367274119559929,0.367274119559929,0.367274119559929,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,4686474
0.12,0,0.3640378825549644878593062530,0.364037882554964,0.364037882554964,0.364037882554964,0.364037882554964,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,5112517
0.13,0,0.3610180315943020680060088005,0.361018031594302,0.361018031594302,0.361018031594302,0.361018031594302,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,5538560
0.14,0,0.3581940543350079697668083054,0.358194054335008,0.358194054335008,0.358194054335008,0.358194054335008,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,5964604
0.15,0,0.3555469827140703921132416158,0.35554698271407,0.35554698271407,0.35554698271407,0.35554698271407,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,6390647
0.16,0,0.3530596609384201079068235725,0.35305966093842,0.35305966093842,0.35305966093842,0.35305966093842,0,0,0,0,5.35423169995895,41.90536638647168071070158361,41.90536638647168071070158361,6816690
